Y	D	X1	X2
36.3602475726174	0	2.655086631421	5.30808792915195
68.8288105549394	1	3.7212389963679	6.84860904002562
59.1264143223015	1	5.72853363351896	3.83283393690363
184.203616585272	1	9.08207789994776	9.54987998353317
15.4125382163101	1	2.01681931037456	1.18356580613181
79.200635185631	0	8.98389684967697	0.391000553499907
124.747184813068	1	9.44675268605351	5.04505032906309
85.8192954283772	1	6.60797792486846	5.78482555225492
117.898486953033	1	6.2911404389888	8.39303907938302
44.2097313381035	0	0.617862704675645	6.54444975312799
92.9150582927162	0	2.05974574899301	9.44528339896351
29.0802058912054	0	1.76556752528995	5.11657629627734
58.3384214080853	1	6.87022846657783	0.849210591986775
123.394951742252	1	3.84103718213737	9.94770509423688
86.2068684661954	1	7.69841419998556	4.01444119866937
104.814135503143	0	4.97699242085218	8.95646296674386
137.760594841663	1	7.17618508264422	8.76858412055299
105.844066377437	0	9.91906094830483	2.96484797960147
26.3440921561343	1	3.80035179434344	1.32591909728944
69.5490719053079	0	7.77445221319795	2.65910907648504
87.0441777869495	0	9.34705231105909	0.0572754279710352
80.8377548639795	1	2.12142521282658	8.19601821480319
54.8027873347969	1	6.51673766085878	1.74661678960547
73.4181360190515	0	1.25555095961317	8.4308055206202
10.2147919930482	0	2.67220668727532	1.6671216674149
82.8170659962235	1	3.86114092543721	7.6401943503879
36.5211035547608	1	0.133903331588954	5.18938087392598
30.3546872232798	1	3.82387957070023	2.72685303352773
96.3735585969364	1	8.6969084572047	3.43203135766089
61.8244075751946	0	3.4034899668768	7.05075340112671
67.4862046500975	1	4.82080115471035	5.91535301180556
67.4931145018387	1	5.99565825425088	4.69379037618637
45.3201848080106	1	4.93541307048872	3.36376605555415
96.9084872055074	0	1.86217601411045	9.67837428674102
121.785449821603	1	8.27373318606988	6.45841883728281
59.7844043172308	1	6.68466738192365	1.96301169227809
87.8480683461519	1	7.9423986072652	3.57180385151878
35.6295183832728	1	1.07943625887856	5.13018082128838
139.88136333592	1	7.23710946040228	8.82996740518138
19.2390352675314	0	4.11274429643527	1.52667565271258
82.4026990504647	1	8.20946294115856	2.30461597442627
44.80343576172	0	6.47060193819925	1.62988578435034
108.391828340049	1	7.8293276228942	6.14346859045327
63.8799240399661	1	5.53036311641335	5.01636443892494
40.3921583905275	1	5.29719580197707	1.88118888065219
90.8287242112193	1	7.89356231689453	4.07714852597564
34.7140999889042	0	0.23331202333793	5.82388046896085
32.4661436222991	0	4.77230065036565	3.08929065009579
87.6284364018354	1	7.323137386702	4.80965640163049
146.936539454319	1	6.92731556482613	9.39394792309031
23.0660223072417	0	4.77619622135535	0.460405482444912
111.185724580504	1	8.612094768323	5.34861729713157
48.1777731358122	1	4.38097107224166	4.4266078225337
97.8291259922189	1	2.44797277031466	9.06365469563752
78.9250824045197	0	0.706790471449494	8.81042381748557
13.3976373000591	1	0.994661601725966	1.63241116330028
74.4990194384149	1	3.1627170718275	7.52190765691921
42.5107603205737	0	5.18634263193235	4.02987202163786
85.4554834096338	1	6.62005076417699	5.56952693499625
16.7994179441505	0	4.06830187188461	0.801692819222808
95.9970338046512	1	9.12875924259424	1.16568592377007
103.883893007927	1	2.93603372760117	9.25192561233416
107.926314144848	1	4.59065726259723	8.78844240680337
12.9379785713486	0	3.32394674187526	1.63207626901567
79.6608993785821	1	6.5087046707049	5.31563901342452
103.357729848045	1	2.58016780717298	9.29792168317363
42.330766954083	1	4.78545248275623	3.25715993763879
71.8042890096924	1	7.66310670645908	1.60794630879536
90.0897991656044	0	0.842469143681228	9.49707917869091
108.770881060544	1	8.75321330036968	4.62357048643753
17.2265434092258	0	3.39072937844321	2.20770887332037
69.646454755517	0	8.39440350187942	0.0201923260465264
59.9291742251545	1	3.4668348915875	6.19192603277043
27.5966204140022	0	3.33774930797517	4.0250592213124
113.038329347914	1	4.76351245073602	9.00032610632479
116.79602934791	1	8.92198335845023	5.05881984485313
137.422947890904	1	8.64339470630512	7.26487081032246
13.4391263799166	0	3.89989543473348	0.27486614882946
75.3739226976551	0	7.77320698834956	3.79413213115185
118.65152519969	1	9.60617997217923	3.86744662187994
31.077257317832	0	4.34659484773874	3.37820725282654
71.3707295710266	1	7.12514678714797	3.64431851310655
67.4096488690944	1	3.99994368897751	6.38755969703197
10.9179561425338	0	3.25352151878178	0.329143274575472
116.283898484952	1	7.57087148027495	6.9619258842431
69.9999446704436	0	2.02692255144939	8.15564174670726
86.222662621688	1	7.11121222469956	5.07422853494063
2.34282826220426	0	1.21691921027377	1.12592625897378
97.9228940917711	1	2.45488513959572	9.06323301140219
19.3031626909699	0	1.4330437942408	4.13338953163475
29.9682047825353	0	2.39629415096715	4.73755787825212
51.9973331270241	0	0.589343772735447	7.13714180048555
46.7658977964857	0	6.42288258532062	2.41871210513636
95.4781810161388	1	8.76269212691113	2.99640627577901
119.999502401087	1	7.78914677444845	7.04478821484372
132.479738427408	1	7.9730882588774	7.71674948045984
32.4894862105583	1	4.55274453619495	0.138403405435383
55.3422023686708	1	4.10084082046524	5.51313953474164
118.352800060636	1	8.10870242770761	6.52461190475151
132.1844819295	1	6.04933290276676	9.31660708039999
99.1893619041587	1	6.54723928077146	6.90391705138609
28.8689001497806	1	3.53197271935642	2.53767139045522
25.689216228996	0	2.70260145887733	4.11038370104507
99.804139995213	0	9.9268406117335	1.22891113162041
52.0561358133454	1	6.33493264438584	1.3196655572392
54.8679445020736	1	2.13208135217428	6.40118008246645
12.6805154152687	0	1.29372348077595	3.46423432230949
50.4975089534131	1	4.78118034312502	4.22756604617462
182.748842275324	1	9.24074469832703	9.39408880425617
59.2310934319277	1	5.9876096714288	3.83889230899513
100.589869305594	0	9.76170694921166	2.28585131000727
112.868589580581	1	7.31792511884123	6.9027868588455
13.0701069374462	0	3.56726912083104	0.0985791743732989
76.2520433102514	1	4.31473690550774	6.86130894348025
63.4686273649954	0	1.48211560677737	7.91674596024677
26.4491202986549	0	0.130775754805654	5.07493488723412
71.7863755663319	1	7.15566066093743	3.08076248969883
54.9471639341206	0	1.03184235747904	7.37212277250364
29.0972578723542	0	4.46284348610789	3.04715243401006
111.042372743848	1	6.40101045137271	7.74708701763302
108.922035132486	1	9.91838620044291	1.12113637849689
97.8460922125088	1	4.95593577856198	7.97743699979037
59.9626941498842	1	4.84349524369463	4.91001167334616
82.9345028800975	1	1.73442334868014	8.32918174797669
125.744819917078	1	7.54820944508538	7.58423154940829
112.038423389097	1	4.53895489219576	9.02146560838446
43.4267900561909	1	5.11169783771038	2.78440013062209
34.82959844412	1	2.07545113284141	4.45692849811167
11.9535413526883	0	2.28658142732456	2.72015735739842
57.8410729637914	1	5.95711996313184	3.29918325645849
117.406652199029	1	5.7487219828181	8.63600653829053
0.838750797820809	0	0.770643802825361	1.09857953386381
15.4351950826221	0	0.355405795853585	4.02256899746135
67.3944110931636	1	6.42795492196456	4.06075093662366
105.463838058284	0	9.28615199634805	4.36479254858568
48.8253682093751	1	5.98092422354966	1.77000096300617
37.3236852262579	0	5.60900748008862	2.65730200102553
80.884267610279	1	5.26027723914012	6.59550013486296
172.734894939266	1	9.85095223877579	8.16055504838005
42.8253498040407	0	5.07641822332516	4.21184344682842
58.5136992557218	1	6.82788078673184	1.60064304247499
44.9042677532892	0	6.01541217649356	2.88610127288848
82.7308420416139	1	2.38868677755818	8.02129008341581
19.640875705272	1	2.58165926672518	1.64245681837201
